sample_no,time_step,mq2,mq3,mq5,mq138
0,36,0.45097714059352156,0.24120072277769286,0.38444193910770275,0.23604660719866777
0,37,0.4234216573946055,0.23911749245960193,0.37153809147665956,0.2127437368741065
0,38,0.40657052506422603,0.21132426698048606,0.373641508063086,0.1892326090882156
0,39,0.4322907066425502,0.20517224697979106,0.35201844257897974,0.1671327905137861
0,40,0.3952805459066318,0.19353255395390528,0.33580855634596624,0.183845376614479
0,41,0.4080869242268157,0.1628138933958595,0.3123206455114997,0.1513862089189912
0,42,0.3431717650121975,0.18224860704412946,0.32379712005456635,0.12003493614159652
0,43,0.3572639520167824,0.1447911657663816,0.31754207238551563,0.1359890070552231
0,44,0.36700660363624266,0.13665113962226624,0.3017484479541801,0.08260930693768057
0,45,0.354819598989135,0.13613888035208796,0.3263454060283876,0.10714283103979441
0,46,0.35830949501501813,0.12622963368141032,0.30929585733196563,0.09919418873342227
0,47,0.3509919641053479,0.10226481750555046,0.2685396520079717,0.08789602125972194
0,48,0.34709853870174295,0.12688388362786257,0.3110006203000112,0.0914501847910344
0,49,0.30108468004496153,0.09389620013591075,0.2736760408533222,0.08275131218425867
0,50,0.32827767635399213,0.07816975187866107,0.2727614966315265,0.07219673316881335
0,51,0.3173413112491105,0.09221568150834336,0.26904572293905626,0.05737909062644956
0,52,0.34813666999212,0.07036451153616173,0.26308440488301577,0.07532172653265912
0,53,0.31388220166588693,0.09145783888655493,0.278657065887742,0.036733553444149
0,54,0.33129355237925034,0.07699221986407925,0.2787003039018918,0.0514750798520137
0,55,0.337930851247029,0.052621249677603815,0.26900784174477566,0.02622873295897876
0,56,0.28381680153298233,0.07073165682499634,0.2617151045110714,0.046976998821248346
0,57,0.3059556359820833,0.018990764387329787,0.24874504144723816,0.01
0,58,0.30471675421302635,0.07978394361930019,0.2913653885692409,0.07517225160870085
0,59,0.3359618294843555,0.11994493262573738,0.31792426294415205,0.07490973129352145
0,60,0.37353494921613467,0.1437811867776717,0.3083096075311812,0.12042638235240144
0,61,0.4072910868727541,0.18964217880427564,0.3355386848903155,0.14346860052951985
0,62,0.4191630498112487,0.24124876353772343,0.3582282096217618,0.20014929469793044
0,63,0.46463388845725995,0.27420662968766496,0.36814914801702936,0.2477341631681316
0,64,0.4973529102643533,0.28243740172219317,0.39153833756079726,0.276920189423534
0,65,0.5032633284559768,0.3167085314030119,0.4174095140400406,0.30276003362745724
0,66,0.5298467690344231,0.35510248444373305,0.4687765606095822,0.3527789630075138
0,67,0.5419607949796695,0.4074820610260057,0.4630138255688767,0.3830930884212412
0,68,0.6032239247900782,0.39318057133537876,0.5060340442604421,0.36936472083389865
0,69,0.5847875622104035,0.44465348173740327,0.5259058628378123,0.4265604751910736
0,70,0.6113659702542875,0.4502955446015147,0.5095454690803761,0.4606395329688702
0,71,0.6079899634307149,0.4965589390394267,0.5558155898795929,0.4640176620268272
0,72,0.6348350331195388,0.517407554667333,0.5410606772247203,0.5087900927778574
0,73,0.6988854841580481,0.525686719120562,0.5923578418417532,0.5123618297174349
0,74,0.6408812578944807,0.567521776521348,0.5678247372649938,0.541626251801582
0,75,0.7026903304566873,0.5889559193535722,0.5788874885219418,0.5366962590078471
0,76,0.740697921079529,0.5772763997142664,0.5769761119255001,0.5651880871777554
0,77,0.7150843156239426,0.5989789396506011,0.6368637042363099,0.612076463986604
0,78,0.7306255626905201,0.6166671643476425,0.6355682791015997,0.6373709860505431
0,79,0.7427019178514799,0.6637552028863745,0.6325835181449592,0.6492036207589134
0,80,0.7685130306486134,0.6724672867014357,0.6339314925148026,0.6453588126700027
0,81,0.7716219039049602,0.6862508220901667,0.664720723727416,0.6532821873877784
0,82,0.7993040330867294,0.7004712217966033,0.6741550574192441,0.6864539737264927
0,83,0.7898938682394363,0.7023852992746819,0.6831542854653063,0.6819917638773271
0,84,0.7897092879304669,0.7073625586956696,0.7068187187472443,0.7044116827062182
0,85,0.8025014011080588,0.7387817522664026,0.6808277320297227,0.7096564600184907
0,86,0.8379890663650528,0.7619192607074703,0.6760673581416391,0.7339390733104091
0,87,0.8189843253896638,0.7323422873615475,0.7267015038821802,0.7323890463153013
0,88,0.8195511643728378,0.7676775934776767,0.709678700493137,0.7399219119910265
0,89,0.8627604841081227,0.8015394716518454,0.6820966759483078,0.7437669239694785
0,90,0.859496120060429,0.7854263721624444,0.7386775209902328,0.7820031739365535
0,91,0.8799670256681197,0.7978873713876267,0.7241102468587384,0.768737028647247
0,92,0.8759100460183863,0.779465908262464,0.7435567178973315,0.7782540387446809
0,93,0.9041385490119865,0.8089473558633226,0.7267509860917399,0.8096983485429441
0,94,0.9041571794597427,0.8435048073605789,0.7470821123461653,0.8225172216382971
0,95,0.8876817593072939,0.8326308461339982,0.765412716292927,0.8269137938354783
0,96,0.9008853316189749,0.8492600943548233,0.7734947153812364,0.8484884244069263
0,97,0.9134146686639786,0.8538631978987249,0.7874674430508694,0.8171265438483984
0,98,0.9337495441725546,0.8500471574650708,0.7922798609447392,0.8348598364503446
0,99,0.9262356479966335,0.8444764170831476,0.7875124602307736,0.8253995175397381
1,0,1.008309322654751,0.959196886980118,0.9358409766782634,1.0624478208475807
1,1,0.9769871106474063,0.9452983665827739,0.9331956231574036,1.0422666842215842
1,2,0.9848972804723775,0.9628123295798642,0.9860469923737304,1.0681652742727197
1,3,0.9887235218972378,0.9847447125314699,0.9659738723295057,1.09964897200403
1,4,1.0229669718406602,0.9827055615023974,0.9307013256593449,1.0617702954600052
1,5,0.9843979477321,0.9362209763870698,0.909639789724058,1.12112620660322
1,6,1.0173217960226064,0.9914274534506274,0.9961608947247899,1.0898569738869888
1,7,1.0041761504275086,0.9761373920515829,0.9649120045135453,1.0681867578582853
1,8,1.0004133134573667,0.9884816365915833,0.949932516215547,1.0687947778677722
1,9,0.967077660593417,0.9549008553546283,0.9275444610094449,1.0249838115822885
1,10,0.998122011730344,0.976816164090718,0.9459371062460862,1.0694968940451857
1,11,1.029514700035579,0.9909083239704263,0.9416211563383056,1.0818843353456267
1,12,1.0239626507788657,0.9720173663531827,0.9783448986963335,1.0888666443246064
1,13,0.9856224332043508,0.9792274829303548,0.9683214448107166,1.0592698626530803
1,14,1.0274210416715994,0.9595650699537376,0.9451242093149245,1.0460741004462903
1,15,1.0175641205407764,0.9719987723408786,0.9666841639182181,1.0654118032632716
1,16,1.0117700227526518,0.9944287298627104,0.9544072812962009,1.0615082337245871
1,17,1.0369465045158248,0.9541093720855852,0.9930804361165565,1.06655498437422
1,18,1.0445275339777158,0.9876312849484042,0.9576366661053423,1.0606017326864565
1,19,0.9899759047581719,0.9828028732271541,0.9403432449468995,1.0420901860973304
1,20,0.9758133319717881,0.9949996110190429,0.9661717864015851,1.0926687903439594
1,21,0.9502073962684654,0.9101420756567724,0.9037899514709195,0.9839865934822757
1,22,0.9191663280025303,0.8170322112177587,0.862148745882886,0.9192333333167402
1,23,0.8614587326276747,0.7509623122580901,0.8203072569197828,0.8213055745389329
1,24,0.840281988272446,0.6893302199286371,0.7721137982743902,0.7213250822532137
1,25,0.7758955329137478,0.6380961523169396,0.7598450765934287,0.6874173632715077
1,26,0.771708920810137,0.567466105271811,0.7049708913241635,0.653792444785033
1,27,0.7395189221728627,0.5472254529086106,0.6854447203294394,0.5522548936052143
1,28,0.672077446332098,0.487918773898738,0.6905535974142921,0.5412557039429311
1,29,0.6615357507855949,0.4496879467731852,0.6266151091858765,0.5058143101355226
1,30,0.6484684881039638,0.4175067139874242,0.6395142584424057,0.4390091844048082
1,31,0.6454376608744036,0.39827403206893736,0.6079815146376918,0.38738861701934507
1,32,0.6225443879300985,0.3657761229907777,0.5604322527792893,0.37035738138190577
1,33,0.6022419384572024,0.30599979015016615,0.5847715103783203,0.33385296395305303
1,34,0.5854951323741744,0.3158794267583651,0.5379624509820558,0.322226648849097
1,35,0.5902606366012567,0.28493633701324345,0.5138646171860093,0.30238997683234137
1,36,0.5491539553652789,0.2589997443468897,0.5088551062822265,0.26929541455478984
1,37,0.5194551734448448,0.24819159058798676,0.5003349212487125,0.25401250303281575
1,38,0.5504185013153067,0.2338930164653903,0.4987711776680801,0.22177018266428264
1,39,0.5272918462605564,0.20253024393401636,0.4762209228826004,0.21640053811533394
1,40,0.5404778965325452,0.2327423831842309,0.4451356963549177,0.17759329433544077
1,41,0.4998196883889297,0.17196637651151417,0.47177334357285144,0.16741232257860816
1,42,0.5088598716828839,0.1666029507177096,0.4475146515062644,0.13742163816889486
1,43,0.4941779849425488,0.17331410391089613,0.46849622010744324,0.13577145031920157
1,44,0.4715654451213889,0.14073662502836243,0.45309763538664205,0.15578104772536325
1,45,0.4852144161444286,0.1252226272129073,0.44985108985116196,0.12091922762227891
1,46,0.4825692925566032,0.1409128306990958,0.4361242805484354,0.128137998800535
1,47,0.47498167584744755,0.13375654655847444,0.43457596710125745,0.09858523051252327
1,48,0.46593405047212466,0.10077635518221847,0.4246676137644085,0.10493192081202765
1,49,0.46308074224544293,0.12979650250169936,0.4185450179446327,0.08308748136428509
1,50,0.4543551001397575,0.10000859552527942,0.4541875612185736,0.08179268576835241
1,51,0.4386222531464859,0.07840863420534908,0.4579672168372246,0.04691273453879183
1,52,0.4692516245568046,0.08741542772468605,0.44838377807915947,0.06650858460245915
1,53,0.4320129023203278,0.08976167469382416,0.43882900373946604,0.0817010395120121
1,54,0.4510829738367243,0.09908767821368507,0.41555158495357003,0.07666679106659571
1,55,0.4212152754013129,0.05614176055893973,0.4374394833111341,0.04497589682952387
1,56,0.4393253293642223,0.07597902608982665,0.43445351045865377,0.04086860114175312
1,57,0.42365866537444136,0.042571709156041276,0.4085294463038513,0.02416623615238209
1,58,0.41601961587971714,0.0759061894806946,0.39367236148649704,0.05654245006502981
1,59,0.46380971060466486,0.11703247695211969,0.4537652098732786,0.10667500792171584
1,60,0.46068723189668764,0.15678877685933804,0.4322340523415281,0.14837399932515224
1,61,0.4921074877385258,0.1991137865153493,0.47099643508113,0.19044117324989063
1,62,0.5640860986636824,0.23459605677623402,0.5139705692718411,0.2021443269395858
1,63,0.5595705666687334,0.2720547660734858,0.5175218254081212,0.27634982150177584
1,64,0.5656400278048556,0.2856815007176656,0.5208051853331452,0.29550267080375237
1,65,0.609168510047746,0.3513982838166768,0.5425292323765625,0.37189315428434744
1,66,0.6136619411865503,0.3527941993617045,0.5797834549359383,0.3949620130393161
1,67,0.6396231207340557,0.36962684576054533,0.6005039893255303,0.424654389428654
1,68,0.6445391235112643,0.4136626652657914,0.6456894179416256,0.428786841510689
1,69,0.664768303399123,0.4428890392049498,0.5884116894763437,0.45653592992137143
1,70,0.707469416792208,0.4692499875560912,0.6321683871956087,0.491508579136372
1,71,0.6661922658750773,0.498256244197626,0.6543918584086806,0.5048267800159569
1,72,0.7132459178023908,0.5044589836510552,0.6715378114710276,0.5376686662582166
1,73,0.7227036501205129,0.5249296717011622,0.6982278176518435,0.576594247621024
1,74,0.7555053907520362,0.5659479937982991,0.726580715768952,0.5981822780807047
1,75,0.7474596703619206,0.5545078186082698,0.6993811682501764,0.5912322353409621
1,76,0.7415264511916783,0.5952068733009098,0.7003689394342901,0.6497978744752848
1,77,0.7672496243703016,0.6137845654976483,0.7284258078138416,0.6393187762315115
1,78,0.7733208743709047,0.6176340425055858,0.7240198780276296,0.6875732299752212
1,79,0.7692745119631758,0.6153432311923728,0.7688235192958466,0.703376419234178
1,80,0.8002351566802782,0.6585844220424781,0.7842686011739788,0.7297608005001642
1,81,0.8382488763125049,0.6590352364299145,0.7670038961187273,0.7539754345675055
1,82,0.8129447290019087,0.6834332716697091,0.7919933212997478,0.7608376314893276
1,83,0.8355232079052523,0.6978824746088067,0.764242008682773,0.7363428270214741
1,84,0.8370957588774466,0.7187179581552121,0.7979618961176416,0.7455418617655533
1,85,0.8307072223350283,0.6995369082178697,0.8125167132951331,0.783146815508417
1,86,0.8330613660200419,0.7335147481832208,0.8170582439584382,0.8131352834165776
1,87,0.8506261730903081,0.7354670540657599,0.8382936943358816,0.8497097395204614
1,88,0.8659527509320563,0.7712261120665121,0.8432750791547917,0.813065233038813
1,89,0.8736165617509818,0.7674271949886893,0.807785992939246,0.825199369930752
1,90,0.8715160854021163,0.7487585964620206,0.8317536468174287,0.866460385268107
1,91,0.8751895860350578,0.7830899026420033,0.8127032296675333,0.8230110293176528
1,92,0.8875623059423823,0.7841784058186055,0.8147075472340148,0.8549227454183101
1,93,0.8640730361533965,0.7925945977307564,0.8611112268469243,0.8570857568680134
1,94,0.9120486764923975,0.8149119746721022,0.8438919466825725,0.8816291617629939
1,95,0.9189855487024495,0.8039954354700367,0.8631268939923475,0.8818896540406796
1,96,0.8973832635807353,0.805415068925557,0.8640140153336371,0.9012571114123643
1,97,0.8950250018607415,0.8227200904749379,0.8736655617999369,0.9081118772394
1,98,0.9353972280683663,0.8216435446635341,0.8602005645240435,0.9003014518151116
1,99,0.9292084312372133,0.8456684208685473,0.8556075280436441,0.9040790904640352
2,0,1.0991563941114812,1.04685389218347,1.1004082810742626,1.0314361115130772
2,1,1.1300157504421093,1.075798012207947,1.0768136760301565,1.0517474632234756
2,2,1.1556780118446006,1.0705443505250736,1.1115978130497477,1.0488258634672782
2,3,1.14976647283472,1.0559838982492906,1.1107125340309496,1.0655646255856246
2,4,1.1102206923288531,1.049606023614592,1.0937379919190835,1.0634871670702657
2,5,1.1628516567937381,1.0868086651839242,1.1053183752019413,1.028803269921494
2,6,1.1392139446310652,1.0461841853152212,1.093108388261743,1.0579736850112664
2,7,1.1381456162231423,1.0742237742835514,1.079818493455766,1.0673717615617753
2,8,1.1839491635938222,1.0367613519387648,1.1038597665787513,1.083202401355573
2,9,1.1224379291682562,1.0712496893829577,1.0516232811566797,1.0380857635865521
2,10,1.1604947849730358,1.07667926350053,1.0535555461588175,1.0754116589367113
2,11,1.1360003255429636,1.0513828895796227,1.1359887324761668,1.0551083906049281
2,12,1.1245240586150138,1.0952948510649825,1.0449090730282062,1.0553369073411965
2,13,1.1124449147691253,1.0309930599780972,1.1081623790956865,1.0684910087061696
2,14,1.1311800623670165,1.0099295119973197,1.07633315967015,1.0346114458481592
2,15,1.1436969770204741,1.0351974377768731,1.078842105512643,1.067712994928324
2,16,1.1281416988487007,1.0478024736644804,1.030195773360751,1.0734737838193233
2,17,1.1506139165235594,1.0689219278822295,1.0795007852570937,1.0305139305370292
2,18,1.162227635893215,1.093799152879628,1.0767326904758459,1.073751531734794
2,19,1.134658611767923,1.0656802635717066,1.0686685697103862,1.0850202336307118
2,20,1.1387137996377372,1.050567842804785,1.0829728004143373,1.05499356321044
2,21,1.0859759393314918,0.9656769031525364,1.0009173032699556,0.9572196540054172
2,22,0.9978403583099308,0.8948872354847878,0.9332529538203053,0.8488264788897244
2,23,0.9687731992993923,0.7964452984184108,0.9120684802788214,0.8089219235062386
2,24,0.9204788399616916,0.7656595963391286,0.8269161714917209,0.7361222181406852
2,25,0.8474799084482018,0.711397602282015,0.7984837339159533,0.6923595183446152
2,26,0.8092080535377206,0.598082857916867,0.7486710319808783,0.6283125821856985
2,27,0.7706884272344532,0.5781836358400584,0.7376073398519748,0.5912023190883101
2,28,0.728371101255231,0.5355051136663784,0.6756750286444202,0.5175635009400839
2,29,0.6750914827508432,0.48497832148282627,0.6529369888622999,0.4553585068814261
2,30,0.6355319764118915,0.4356551632515571,0.6327292021386749,0.4324260407162359
2,31,0.6566669743968416,0.4246034297696962,0.5973097710233213,0.3782271290008309
2,32,0.5974385693525596,0.3723151721137573,0.5805280193036332,0.3674165734933857
2,33,0.5947102882213923,0.35491063989030464,0.5500403192749187,0.3256347941357635
2,34,0.5331368197008557,0.313678109202538,0.5288616595475383,0.30540142525782177
2,35,0.5439963085885436,0.2922254220838718,0.5342636373856,0.28215672247396956
2,36,0.5240442766183966,0.27342881499220834,0.48726309960164904,0.26926540770619306
2,37,0.5426377289492307,0.2475913492958449,0.5040855708845532,0.24627229255665078
2,38,0.471769206353356,0.23402125398036253,0.4907580825529202,0.20648024078421506
2,39,0.4550887558324016,0.23377706640278054,0.45668559182842206,0.18567055878111366
2,40,0.4448137184612297,0.19163306860399887,0.45411292182653334,0.19175651666542787
2,41,0.4702811245372722,0.190026429561629,0.4592527201310272,0.1378684538162337
2,42,0.43161189512433756,0.18530952321760885,0.42305440388317134,0.1498223517876447
2,43,0.4150187481545098,0.16787073920164022,0.3996418919068681,0.16821223562312435
2,44,0.43754115836925933,0.15146994363557661,0.40023583908724825,0.12382283067802892
2,45,0.4123966895985593,0.13139624865686592,0.3997185890702387,0.10289944403505073
2,46,0.4010264737629027,0.1312756275593964,0.3670148345454718,0.07604198622861032
2,47,0.4298295496610579,0.10590930501460798,0.3899047247711688,0.08916162162075653
2,48,0.4085417004055267,0.12180835042866578,0.36770551450970657,0.08830114267577144
2,49,0.4062821947318835,0.0855425418978883,0.3726488093412248,0.06835666211793458
2,50,0.38417920521338156,0.11242698105683879,0.38377652970982057,0.07568488121345454
2,51,0.390549579785119,0.09566321122903419,0.3521581369758318,0.07178472892495741
2,52,0.3757313536732194,0.08269820391372686,0.3956141046049128,0.06406965961659941
2,53,0.37846371874338053,0.06526862332217213,0.3344799788738977,0.05433896148157792
2,54,0.3641840458513264,0.06471920276109008,0.3232212911527352,0.079484973100202
2,55,0.3825946969388447,0.07212721881266405,0.34718052430636853,0.045832958863432936
2,56,0.34102683225350466,0.0524337624600837,0.36496925322916174,0.04264274019102766
2,57,0.34235087597252617,0.03503600059311469,0.3051955521511686,0.017469673455606932
2,58,0.35979526890435654,0.08725027752179253,0.3203811991130208,0.06208653533182978
2,59,0.4049143108504368,0.0985658370392935,0.40010669425975903,0.09413245081217561
2,60,0.42457914490469767,0.17190317266151206,0.3912001760472551,0.13592296457248862
2,61,0.4800501679984957,0.21629017873034698,0.4258839402374813,0.2106451738785292
2,62,0.5076602791409445,0.2475021613419396,0.47777025095039505,0.24266897427049502
2,63,0.5170105219130953,0.28576662678298753,0.5013939816917018,0.25068609666769354
2,64,0.565000218193745,0.30557035455293335,0.5465512864134126,0.29879552889417954
2,65,0.5669598467305684,0.35941498027016133,0.5429332138488733,0.35521424889667796
2,66,0.6433264239795604,0.3766345062800194,0.5893022014079614,0.3760605115514015
2,67,0.6358820772976284,0.4413713112946575,0.5901324526172687,0.3631172199485433
2,68,0.6641036506479456,0.43099147758940726,0.6093454003446932,0.39519092089063745
2,69,0.70284332661657,0.4679273526284973,0.6234376395287635,0.45231311498843796
2,70,0.6900769680663995,0.4851809906815237,0.6886282269053356,0.47379412385041386
2,71,0.722146182778094,0.5250117466075461,0.6716615901387981,0.526619425163653
2,72,0.7144900919899722,0.5406944065080165,0.7227527425449397,0.5262466918188954
2,73,0.7455741387737389,0.5793823991095789,0.7439989900125682,0.5524944690362767
2,74,0.7585057580309686,0.5876820653623073,0.7559449247235703,0.5583546428989555
2,75,0.7971651460842978,0.5898795898013186,0.7446123706070424,0.6175964602389105
2,76,0.8046255735680605,0.6342106891320585,0.7768092543140385,0.6162861676583333
2,77,0.8456958796508267,0.6481430160307864,0.7975769070801492,0.6493872271306684
2,78,0.816741693460846,0.669532537223543,0.7873269527063117,0.6406980031227343
2,79,0.8555508681564725,0.6647919634114736,0.8211600156006483,0.6637720169687642
2,80,0.8381625438488263,0.695789707415805,0.8064945544452798,0.6914646172400125
2,81,0.8856318443378591,0.7159148712012088,0.8102980508554444,0.736330168592001
2,82,0.8633798717931039,0.7235587123930635,0.8464626327153004,0.7169739040469107
2,83,0.9157883557277666,0.7535152777475778,0.8412175424164601,0.7414415317275468
2,84,0.8699789452392419,0.7367491591505954,0.8804750086606903,0.7755404246486602
2,85,0.8868953787248016,0.7873665220830338,0.8331617477017899,0.773921843535346
2,86,0.9457218368508243,0.7881944075218171,0.8922901798884141,0.777554223510157
2,87,0.9508401122023119,0.8102646841743719,0.8965758972820754,0.8066887163068867
2,88,0.9569618755293663,0.8027761982401105,0.9098940078860134,0.8262404529629715
2,89,0.9598006990593642,0.825769415449571,0.902256524000707,0.791705116389634
2,90,0.9712465386178372,0.8232261080919852,0.9322825223614348,0.8501675183473653
2,91,0.9720387379732761,0.8580857038403283,0.9549117434817886,0.8612772431057175
2,92,1.0017780694937384,0.8491964133388512,0.914650935227175,0.8151262489344687
2,93,1.0125568383510812,0.8604089872407088,0.9440094166643356,0.8446506076837318
2,94,1.0128255663215442,0.8797761340535406,0.9426141521930501,0.8679351729789746
2,95,1.007399921955626,0.8778440709196943,0.9353808823110114,0.9066683877087286
2,96,1.0088849171455068,0.8974121719868381,0.9625400707207639,0.9008267828002929
2,97,1.0074652333187126,0.8892664312184287,0.9477883421534643,0.8846082275037984
2,98,1.039151549673012,0.911055281045931,0.9947621140885644,0.9254893950644649
2,99,1.043107579158498,0.9216397982732497,0.9357273170474117,0.9122258463264931
